Fp1_delta_psd,Fp1_theta_psd,Fp1_alpha_psd,Fp1_beta_psd,Fp1_gamma_psd,Fp2_delta_psd,Fp2_theta_psd,Fp2_alpha_psd,Fp2_beta_psd,Fp2_gamma_psd,F3_delta_psd,F3_theta_psd,F3_alpha_psd,F3_beta_psd,F3_gamma_psd,F4_delta_psd,F4_theta_psd,F4_alpha_psd,F4_beta_psd,F4_gamma_psd,C3_delta_psd,C3_theta_psd,C3_alpha_psd,C3_beta_psd,C3_gamma_psd,C4_delta_psd,C4_theta_psd,C4_alpha_psd,C4_beta_psd,C4_gamma_psd,P3_delta_psd,P3_theta_psd,P3_alpha_psd,P3_beta_psd,P3_gamma_psd,P4_delta_psd,P4_theta_psd,P4_alpha_psd,P4_beta_psd,P4_gamma_psd,O1_delta_psd,O1_theta_psd,O1_alpha_psd,O1_beta_psd,O1_gamma_psd,O2_delta_psd,O2_theta_psd,O2_alpha_psd,O2_beta_psd,O2_gamma_psd,F7_delta_psd,F7_theta_psd,F7_alpha_psd,F7_beta_psd,F7_gamma_psd,F8_delta_psd,F8_theta_psd,F8_alpha_psd,F8_beta_psd,F8_gamma_psd,T3_delta_psd,T3_theta_psd,T3_alpha_psd,T3_beta_psd,T3_gamma_psd,T4_delta_psd,T4_theta_psd,T4_alpha_psd,T4_beta_psd,T4_gamma_psd,T5_delta_psd,T5_theta_psd,T5_alpha_psd,T5_beta_psd,T5_gamma_psd,T6_delta_psd,T6_theta_psd,T6_alpha_psd,T6_beta_psd,T6_gamma_psd,Class
0.845805712851663,0.10688060538551417,0.014537943680818542,0.005366154399168666,0.0003343905243968323,0.7141440994567978,0.16075619797571508,0.06182207142011907,0.03637955665694404,0.0023537586083847953,0.6479702180228001,0.1325126023461454,0.10649546757327666,0.06652606565255514,0.004351856764758814,0.6389171830976815,0.12585252617104234,0.11148552617108518,0.07880735585886368,0.004883097495655853,0.6032511848674119,0.14026022569283048,0.13795842062829142,0.0794136205665239,0.005973271283397826,0.6061428762618899,0.1561311374463269,0.10799458313122864,0.08924304476288944,0.006164051712795579,0.5809994370777917,0.13639624089401015,0.16516991915642484,0.08505677954845028,0.004354301267097938,0.5589696878034699,0.1514421532732332,0.1462928259529529,0.10594643696643574,0.005379703611347106,0.7535527414040384,0.11376250785330287,0.04458582157785866,0.037930941086106784,0.00207026186868463,0.7293151210010375,0.1781960615070732,0.01797849484895482,0.008066958113321901,0.0004574357824683139,0.5523232433014983,0.1606709214071948,0.1259951068331054,0.10495341432101488,0.008262014127450363,0.48399573888398734,0.1381615722760446,0.11674751250730973,0.21469715327014702,0.019485336027013547,0.5945973341210575,0.16896115909199297,0.12550743706418027,0.06245274957303404,0.003946533389192744,0.5982035287756937,0.16390711848163533,0.10298549229063328,0.09568229537352752,0.007445101138735528,0.5698419588131813,0.1444179258065629,0.15889253198309894,0.08965020714985764,0.005155854279708691,0.6447901277002579,0.15920414197468,0.09386778820149114,0.07025245102050286,0.003237610294095958,0
0.6733984919544838,0.11270074112422795,0.03518349367653607,0.03592990913742075,0.003732420720892404,0.6836693399602344,0.09929540862556722,0.030035763339758093,0.03805620345961244,0.004292635110892165,0.6085364138416064,0.10414346324214728,0.049737651946613434,0.08921518161713204,0.00889588940522623,0.47037330642840036,0.1434017918425152,0.08007231981489718,0.1136893197448513,0.012677763794702106,0.3509540166012071,0.007903759694590775,0.004674365356471663,0.007338072571137841,0.0010034242212981093,0.4123824331777671,0.11950069466745392,0.09381696769242621,0.14772497281055094,0.02053942736107635,0.49234400032471215,0.10797487991705926,0.07857687167422549,0.12073324041693262,0.014022964824613614,0.495113313932119,0.11662473265295453,0.08551238525089529,0.10943887995316846,0.013616966674196315,0.5686749839569208,0.10467168407792078,0.05862623833292646,0.0941650492522218,0.01000315963935491,0.5217088002698129,0.14430394478795097,0.07472277007784421,0.09209642815477617,0.009775621678934511,0.3627688567745651,0.09727339905917294,0.08619435730998325,0.24973879624429693,0.05227744752446442,0.36125676998696593,0.0985937701514231,0.09482667377851381,0.22377987947471717,0.02911293754020683,0.31417663995023276,0.12034734172080441,0.11080286224246025,0.2576915270276614,0.04363531514779375,0.3105807954298145,0.04746205603698047,0.03919088397789111,0.08787174285133083,0.013738017304613112,0.45292835348085175,0.11860491980793257,0.08856435709826059,0.1481730203051919,0.02015399634042041,0.5364092104913524,0.10094546381551052,0.06662961272470816,0.08767717412900085,0.011020041100186052,0
0.6520137662919112,0.1499627698603708,0.09975707075939609,0.05518214958516145,0.003025131567736747,0.797683512106882,0.09177569102595148,0.036475519861157275,0.036593974756415786,0.002672004940383935,0.5158966910983794,0.11803772179962667,0.1270790804108137,0.18654605599178417,0.014562177436988807,0.5913475294171348,0.1595621212828463,0.09722651368475904,0.10139387347803598,0.011729934799826734,0.47245658732493667,0.11975770420173375,0.192652479542242,0.1672760718200021,0.01610118519258925,0.5731261191020389,0.14047206655452915,0.1435001837872677,0.08892433245612755,0.007570993322402474,0.6457548366689838,0.14470540190461023,0.0781141769787999,0.0934337506765474,0.00722998981589824,0.6149248852780245,0.17103260784235447,0.08124185457395154,0.07579800600084755,0.0050038300485503355,0.6503686533050983,0.1534155267929497,0.0773406020225122,0.07992077738206517,0.006501218158790071,0.6138476378731286,0.15925716590821906,0.0915062631480207,0.0888677991925942,0.006646315607422486,0.5552678728567075,0.10555174231679401,0.08843659708862726,0.18641387718287386,0.027336655863432653,0.5054299206302006,0.1268507532109492,0.16065445821706123,0.15050240760140554,0.013286728116089932,0.5709398531871194,0.09202634494528215,0.0777824004046502,0.20111403065550135,0.01936981311457917,0.5287645721733035,0.12580819458733708,0.1387908764836067,0.1444355808729519,0.016993451569312843,0.7802431440616932,0.10711435317247678,0.01736476939220266,0.020131565185012194,0.0015321906915108984,0.6131663473587676,0.15130071471404508,0.0912299904289408,0.09225487417197314,0.005638025300771841,0
0.7308816551788244,0.12320775904297411,0.06188207712928479,0.054945191747800104,0.004053325105376478,0.7215456231923545,0.12674808962990472,0.07063427372431642,0.05420857073555954,0.003702601580623131,0.5592246403881731,0.11875708182246728,0.1371372293891135,0.137311292177046,0.009828560795625687,0.521716057249368,0.12241465239516748,0.17554688315149977,0.1344984049501272,0.009005401821304033,0.478769318361934,0.09460947970879578,0.2059021096061004,0.16783066680914133,0.012946256809815536,0.6294139819126584,0.10121074303589479,0.11969155660842967,0.10291984458155799,0.007750944498175665,0.5043250053513556,0.10631524183495994,0.21831874242482516,0.13024215814891066,0.00784264759300845,0.5535797124524292,0.1074845261517159,0.15057715216633477,0.14711959779718484,0.009597771783285835,0.6280891641218944,0.14347242278425393,0.11242644995662372,0.08378786808075739,0.006764650927605276,0.5617461064701467,0.12275626428135133,0.13109700646919786,0.1458355927583946,0.011491322210566193,0.4531903039566738,0.09526334930504336,0.14535335171459018,0.25421961879703353,0.020377752380929686,0.4613955710365807,0.08464651453495017,0.18367487624263776,0.2096633952829152,0.02570478419158312,0.5386771456082223,0.09892382209657487,0.15502340635020304,0.15284763103328525,0.013218396881635692,0.5705822341178214,0.0925569758704682,0.11285659265128084,0.1648619413359525,0.01561410585411405,0.48487058903530783,0.11339529660452044,0.21236218563023018,0.15061789853235955,0.00888212226653891,0.4813685929093627,0.10608486011181104,0.22778766776229661,0.15213918166263013,0.008037364163578333,0
0.7705517605221232,0.12120949644659018,0.0533068952609862,0.02304164156699078,0.0014304926954491564,0.7754963093388985,0.11328573016478381,0.06149937111952452,0.02372885957837784,0.0015599308577648819,0.5858498946730402,0.14042372496554378,0.1071252518602792,0.09967468557800795,0.009480210702397301,0.5996246080529964,0.14193013944430383,0.13731351680856824,0.0637718822787387,0.004138854155742158,0.5287427077218044,0.11970484051597591,0.19793035199933617,0.09661248632779387,0.006307753711459561,0.5544619842304082,0.13533308687575,0.17696156222716097,0.06439910609755686,0.00421986183096254,0.6757624622133976,0.13497915301620447,0.08546281366603518,0.05080542138406484,0.002931152364225102,0.6333951534505372,0.12726913631857154,0.1148884589959348,0.05794758234922405,0.003703347877738874,0.6863533433747012,0.12321413391067097,0.06311965854695635,0.08366020648650078,0.007677125443960036,0.6404739138157519,0.14371209311496314,0.07635966154103897,0.09272235804717359,0.00884236638695264,0.6299932296610596,0.10795983740751793,0.07621982307113488,0.10766132228464763,0.008628753618990232,0.6413025180368582,0.12528029900291818,0.08035720120997568,0.083298207266852,0.006588595316341153,0.5726955746928292,0.11333337162292864,0.07317513453406788,0.17104387416303357,0.01900713576555517,0.6284141189309999,0.10425391931670773,0.09762522078346149,0.10473102371593286,0.008114067160899388,0.6735689801779385,0.123335055299588,0.08255006482118642,0.06350519429227797,0.0038107601217722943,0.6419749726513885,0.11449562294478528,0.11769478666264375,0.06202103541628345,0.003770541704360721,0
0.6445405874758642,0.13406642040072486,0.11895424336981289,0.0758974754652973,0.004613415308800889,0.6822729806145816,0.1218535583676291,0.09435510912178219,0.07030938073895805,0.0051258119608081345,0.40233482481005023,0.14790399174251356,0.23937751353966497,0.17338039976950198,0.011941526963271314,0.5730689706885639,0.1378885990137803,0.13857326878498089,0.11273901073670752,0.007946740464602364,0.6568649417459071,0.05392728570139739,0.08922273062276238,0.04491921722256927,0.0039483778610899896,0.39862440685374695,0.12445865874595174,0.2915312496816535,0.14783522296661925,0.008137810994877027,0.7681278478866966,0.06913895184348183,0.03621146122118735,0.02043082809750007,0.0008293956595537314,0.5358508637300183,0.142706316493656,0.16694448180364863,0.12007072471295502,0.0071889520625708315,0.5821103240266,0.16411719536677233,0.12689156150640943,0.09022788040370079,0.005792607328088402,0.5984487591595081,0.15550660452030948,0.12286408163115688,0.08785148568700325,0.006860289066852145,0.7411105867415687,0.08968462900245315,0.037386111667431644,0.03733415059419746,0.003365648637595191,0.29230770176751814,0.1156201338068757,0.2601924467060138,0.2856772521324169,0.024389052718932228,0.7132995533246625,0.11994083377534373,0.07957364624452873,0.06827511262704912,0.005952807056125784,0.6312155991464342,0.1726381883945709,0.08970326653439818,0.0850524886901409,0.0066232305103126835,0.5278265121999884,0.11433882652889941,0.19852010640316273,0.11663228316398898,0.005457876725234096,0.45052776945196993,0.13641195577272328,0.23101901748668047,0.14752882295656675,0.007212784174574961,0
0.8786391445489695,0.07579995033813325,0.007963579232695521,0.00933267754195299,0.000982014977484539,0.8835254632521659,0.07511077531518238,0.006862970076017272,0.005233387983238547,0.0004804753786997075,0.6172394351646036,0.11616885774207455,0.07464551474772824,0.14525900830988137,0.015595131157188306,0.7107351206698544,0.1039218691622044,0.05828731145128057,0.07960357384473014,0.00695072655059928,0.7175224215566975,0.11196755905455905,0.05783258506396212,0.0797096168100224,0.008551676976046509,0.7390918716826146,0.10246185499135047,0.04701723422221734,0.06639743901897475,0.007011702420791283,0.7940544961965638,0.09757540806832532,0.035379675287524094,0.03252447471907949,0.002945563880587957,0.8043945155590545,0.09639114845222524,0.03150193904872814,0.03413931583555364,0.003537065825855305,0.7880217867312991,0.08336123936569867,0.057022766119602435,0.03426313845765911,0.0026530552737975594,0.7650774487930423,0.0882119637116776,0.06192079526931422,0.04568075187913847,0.004346660582772398,0.5200653818433701,0.13074005954312848,0.0812004678932789,0.21121918209468102,0.023943074607143084,0.43235213997904653,0.10155396264758113,0.08401050864384883,0.311467651033057,0.03696994788062321,0.6386341283918211,0.10720908782003755,0.0733504200511329,0.13335765213513182,0.021448333207104802,0.5813056382229475,0.08097964518576106,0.044959314139082676,0.23156546887822954,0.03839464915259861,0.7937503179137371,0.08020653571259617,0.05515758602342762,0.03303278183105705,0.0033609322736480643,0.7719592214865882,0.08592423971199792,0.030993435141505793,0.07017926734355541,0.009283636609450996,0
0.8504995794310436,0.12014023171511409,0.00951205815208396,0.004020289423450091,0.00032629621838828706,0.8477701378072421,0.12205292155393525,0.011037067607077736,0.004794038520261221,0.0003114322774446726,0.656116481669819,0.10077641797009833,0.044436170805378365,0.13549374645706383,0.017309643145098197,0.617243629207721,0.11585089223961918,0.07206413539268117,0.13131964505560434,0.015652857545328133,0.6245832958951522,0.10742548690495922,0.04244561318245538,0.16762534466800091,0.0191914986756257,0.6472778594107407,0.10000026017085444,0.04357102652196141,0.14649001615396035,0.02025007836708149,0.7823455566224172,0.09712590608308729,0.027614993421939817,0.04554938792972546,0.005144683100346782,0.7821770814768971,0.10382045706059112,0.027998433783934448,0.04756756249333193,0.004648362405988562,0.7793355075116071,0.10583105441487232,0.03727634965549403,0.04960129809864235,0.0034128890315578368,0.7810763544777795,0.10310969600223818,0.03414008686924827,0.042027304361216634,0.002942345133646068,0.6030237339288192,0.05772058649893868,0.04249748023960558,0.2256821913745032,0.02449921078042178,0.6708134500677146,0.06263406797852103,0.03970547779676011,0.13584089960559184,0.03137335027800124,0.622017419447801,0.09116670853636025,0.04566369536428174,0.19246436138324588,0.020680003784545178,0.7124147557091706,0.0951703046839767,0.029822893119494175,0.11874768442601402,0.010539212416661746,0.7002463869485888,0.10599406778487537,0.03449093211241169,0.11742914181119837,0.015038748741401176,0.7407013291941129,0.09851090798401739,0.02807720437917905,0.09564468145389377,0.008811709513420602,0
0.6485779803094573,0.15940057227226934,0.04306514830171375,0.11475588416472725,0.015560887824028516,0.579047392878334,0.15247397420507353,0.05319962297113726,0.16826200597688526,0.029309247555132093,0.38096096915293304,0.18375020581398788,0.14062784110272197,0.24640802474767085,0.03212356682233059,0.3571929291734471,0.14415582485466058,0.10921668147108661,0.3226630898830359,0.05114851722976863,0.3109064760607154,0.143942954162831,0.1532688713124102,0.3340000720327749,0.046874498332398,0.33861048203303057,0.12279608347284944,0.13807732243787366,0.337105495100689,0.05078399945793539,0.4623244645491779,0.13623942273119793,0.09919157178498134,0.24980500547772758,0.03505004216236569,0.4628526229901051,0.16290613046263314,0.10571825478273196,0.22158025222941125,0.030403656824385564,0.4894851312943424,0.15354140308783376,0.08765746632383672,0.22788777772516775,0.023463299339137957,0.44719505749730537,0.1838525295380559,0.11943244470450212,0.21021107956570362,0.021629959566061813,0.20094576986759058,0.10114896184976749,0.11014993276380086,0.5116638200398325,0.0679960006745275,0.2089665467772034,0.08884584061240078,0.10712663206273454,0.5090642464507649,0.07626740266688922,0.2817822085776432,0.13602447981112728,0.11597903556832077,0.41135547571131603,0.04232895130502433,0.23924840307959724,0.09716408480022604,0.12526999167917033,0.46837049935297986,0.062062400021585695,0.43673647960163275,0.1262588711060851,0.0978237824116186,0.2814176112354897,0.04002878488079204,0.44447092327854476,0.16011363887770527,0.10200166679903512,0.24240479345092944,0.03362587261295447,0
0.6838583510235323,0.10998577996404499,0.07231728237508578,0.10184138990147314,0.010742132036163735,0.6314321735120729,0.10289956204631098,0.08988128340746251,0.13857230401591913,0.008410063381195699,0.46086595377007156,0.21696385696599607,0.19668860522436557,0.10146436252307722,0.004635378059204687,0.4430743297903897,0.20649960197707798,0.19871234781829938,0.12899298875737436,0.005724475339910872,0.37232931875584396,0.13988693803781962,0.3725052149850942,0.08990745493182464,0.003735750188020177,0.3000046635212472,0.09110298121303814,0.5080800182082195,0.08329286865917562,0.0037449664550344396,0.5369333713303346,0.17338581045112714,0.16305640860142245,0.09181834113873115,0.003683917454248623,0.626875309274295,0.15704355464545858,0.11824558357182606,0.06968629328749423,0.002895527950244392,0.5754940736382385,0.1857504909433587,0.09305441807255223,0.09930603338666011,0.006444898929678592,0.6329325089180409,0.1900301237817699,0.08413219396620675,0.06377465300558387,0.0033072177177199194,0.46914399918546057,0.1500680036940787,0.21823155884710282,0.12663518720929448,0.007462431642713241,0.432655327185963,0.14243509499903934,0.2682945891800117,0.11781758843594298,0.006277160095668986,0.3748979343893784,0.1303288486666549,0.37315815637473887,0.0934611716340507,0.0047590698324785925,0.39075865851675196,0.12304975479063648,0.3684657092739706,0.09396373483998954,0.0046694112151254375,0.48478046923983276,0.16607139537365123,0.21989814237886296,0.0940998915947442,0.004249008719942949,0.5879092231898411,0.15248843152444488,0.1568384523749859,0.07318447833059966,0.003098608827097795,0
