Fp1_delta_psd,Fp1_theta_psd,Fp1_alpha_psd,Fp1_beta_psd,Fp1_gamma_psd,Fp2_delta_psd,Fp2_theta_psd,Fp2_alpha_psd,Fp2_beta_psd,Fp2_gamma_psd,F3_delta_psd,F3_theta_psd,F3_alpha_psd,F3_beta_psd,F3_gamma_psd,F4_delta_psd,F4_theta_psd,F4_alpha_psd,F4_beta_psd,F4_gamma_psd,C3_delta_psd,C3_theta_psd,C3_alpha_psd,C3_beta_psd,C3_gamma_psd,C4_delta_psd,C4_theta_psd,C4_alpha_psd,C4_beta_psd,C4_gamma_psd,P3_delta_psd,P3_theta_psd,P3_alpha_psd,P3_beta_psd,P3_gamma_psd,P4_delta_psd,P4_theta_psd,P4_alpha_psd,P4_beta_psd,P4_gamma_psd,O1_delta_psd,O1_theta_psd,O1_alpha_psd,O1_beta_psd,O1_gamma_psd,O2_delta_psd,O2_theta_psd,O2_alpha_psd,O2_beta_psd,O2_gamma_psd,F7_delta_psd,F7_theta_psd,F7_alpha_psd,F7_beta_psd,F7_gamma_psd,F8_delta_psd,F8_theta_psd,F8_alpha_psd,F8_beta_psd,F8_gamma_psd,T3_delta_psd,T3_theta_psd,T3_alpha_psd,T3_beta_psd,T3_gamma_psd,T4_delta_psd,T4_theta_psd,T4_alpha_psd,T4_beta_psd,T4_gamma_psd,T5_delta_psd,T5_theta_psd,T5_alpha_psd,T5_beta_psd,T5_gamma_psd,T6_delta_psd,T6_theta_psd,T6_alpha_psd,T6_beta_psd,T6_gamma_psd,Class
0.8404850526761004,0.11001546503653709,0.01512245811008357,0.0068525595191141295,0.00043378313333448427,0.7167343339025851,0.17835751267739672,0.046202430294746945,0.03613784523300013,0.002511886696709629,0.6408152604909347,0.16036980744502147,0.0977002158552094,0.06740510396961105,0.0038330012502175758,0.6250131974861521,0.16233511243975987,0.09834486734919105,0.08467649310104203,0.005219158449128501,0.5528564071710331,0.15130005957591594,0.1782052432245767,0.08734116810627708,0.00485062342127933,0.5327734253171971,0.16617143504782866,0.16400053693674257,0.11451859240978668,0.006365673039951556,0.531998733332194,0.1444866519271592,0.20434315633608768,0.09093219539364615,0.004131871310753394,0.4770656035926651,0.16420779151892034,0.20629022123887536,0.1313288197676526,0.006316294834145664,0.739984127640556,0.11567256748557758,0.046735401566472164,0.04116937901001494,0.0027426437272760748,0.7316060683843727,0.17705473685768358,0.01794585374541015,0.007818425340520123,0.0004642093852959311,0.6301979427678773,0.15480271656052905,0.1092999272772179,0.07519084651340137,0.005190359714849125,0.5077914525766519,0.16639872161138397,0.11143903359111983,0.1832508661055938,0.01578281362682869,0.5568968803723958,0.16571944690545992,0.16724003841627222,0.07324922844445751,0.004124046964955184,0.520904294734468,0.17911608104522614,0.14590027251469007,0.12776836751687315,0.009467464039365499,0.5053570708301067,0.1561899716742689,0.216206659849575,0.0957891562578177,0.004998739025155445,0.5926429365973969,0.16022962728197965,0.13126987267692247,0.08969056339842152,0.0043368829442035,0.8713490624187956,0
0.6938485267148811,0.12107344639754922,0.028362631060420654,0.028828332711277823,0.0031555163245823867,0.6911194972729573,0.11547260244949686,0.02395873283622453,0.03530141447371974,0.0043658598760404005,0.6042183801932236,0.10287472785989653,0.05079771379825385,0.08912856120521741,0.0081850740377617,0.5925140872565453,0.14525048109562505,0.047436814409292864,0.07373536769554696,0.008762396108199856,0.3827401252965834,0.022008420180901066,0.010649797236794475,0.014066607714075245,0.0017060294545273604,0.5359401866431552,0.14602933756800124,0.06675451092100577,0.10847110395502542,0.013844510829186318,0.5327766873719952,0.14566032068717333,0.08944074776637788,0.10819323001722025,0.01137144258747092,0.5091061118119168,0.14597099220620308,0.07747075487632628,0.11232111915904847,0.013916682070396149,0.4745831905249456,0.14458879594119609,0.09349952324534376,0.1367274969934473,0.014434170239701763,0.413763397634652,0.18503547162272002,0.09261071219511977,0.16001054788315291,0.01983958459415705,0.5473148787160346,0.11451373752158125,0.053380803821089694,0.1280702661370904,0.023635614066729337,0.5429800803178177,0.12812801797405082,0.054159855712347674,0.12309236546046903,0.01577182821130374,0.5337191097304923,0.12761923361545482,0.06935416114047918,0.13702016732996886,0.022544326012077096,0.41215573808478295,0.08779468659304528,0.043710165839829736,0.10174793586800138,0.014224048890731842,0.5465273260120311,0.14682728200712528,0.08543920210254723,0.1114796458195513,0.014058395398677329,0.5083826076101383,0.1367079596005939,0.06623576303411997,0.10341078325783058,0.01284602717765647,0.7509442854276484,0
0.6849004911364264,0.1526782111496969,0.06220477743886522,0.061685513310190565,0.004354793579527759,0.8430820895148288,0.08642753630518757,0.01827170551458682,0.017939946352756267,0.0019792705628028195,0.5179306538548923,0.14853038104440078,0.12044424055569308,0.16953092638397893,0.013923188587717964,0.6502421806112049,0.14111157364453122,0.07107243620218193,0.094894164658489,0.010680459602674226,0.4900773887370197,0.14489110237160502,0.17715995591499173,0.15043193127354518,0.012233631081769517,0.6348808459044663,0.1251340073179531,0.11089859683979356,0.08900910222420377,0.008509411846450127,0.6014874104108132,0.14937226063843093,0.10820557296255782,0.10511218386868532,0.0076064935814772585,0.6808923942120934,0.12175743063836945,0.07602106124327343,0.07766261087706738,0.006911536314432472,0.663263255144804,0.13840895081766275,0.05959062783531042,0.08830527055308403,0.0068184260667365605,0.739295682776934,0.09437895725671402,0.04119559530271842,0.07456545481109413,0.006606811667251317,0.5984401613434649,0.13678705488368714,0.09349118976049285,0.12147299950987667,0.011854666402449032,0.6086474485421565,0.11741866589277604,0.10561331685427419,0.11834694722546918,0.01253564651017437,0.5933477535466086,0.12975513426701618,0.10101422114462177,0.1243625619655215,0.011274989855990259,0.6342502266765933,0.10839316067178817,0.09733006240261684,0.11402631094666679,0.014482857327057135,0.8003298393727636,0.0929480545633616,0.02137622282069762,0.023839032035241944,0.001741331466945811,0.6908991871957384,0.11078918250380367,0.07222963067723837,0.0824250355113707,0.007553531731556876,0.7138016975278951,0
0.7421240169021129,0.15032178337821006,0.04543581723738328,0.03506140048885383,0.002491442487713148,0.7347775852894616,0.13049594589683772,0.04875153108848349,0.048461825832692915,0.00433887652332898,0.6208225623887648,0.16186934468140451,0.10917116939681412,0.07659855087491622,0.005091499421072691,0.6488633028175872,0.11659361237981436,0.09537107423642573,0.08691193857062889,0.007299418748624535,0.5319869069441899,0.1565031223987558,0.19418224728731287,0.08984421239758685,0.005807957193810677,0.6415506050659082,0.0986846610719493,0.11659493602373865,0.0904536746507485,0.0071742821513964,0.46598362458035736,0.15199906500663973,0.25314585020602737,0.10201368629515103,0.0044375793975338345,0.5852562648435172,0.09725581615536152,0.13856631773451594,0.1229835386624247,0.00912768740325644,0.6452306631937342,0.12208048078605377,0.10243101301926825,0.08215592581360583,0.005801148454417234,0.5271720460774444,0.07782074665608911,0.128787778924971,0.2046926197545629,0.018073552481573198,0.5495111919196551,0.15526514776691952,0.1252911961951526,0.1380317758013592,0.01067342217077427,0.629207538715613,0.09977212648122452,0.09741704359165589,0.11421445916537508,0.014057012821673622,0.4963322213161071,0.16683907519161395,0.1977491069330046,0.10718186930970511,0.010181031771802542,0.6366703083350899,0.08413942423350404,0.09517827641408932,0.1169705650684316,0.011454020658125398,0.47214362295718315,0.15377750883832994,0.23998162343857685,0.10466446810663661,0.004859476883230741,0.5576972863870123,0.09917107380940489,0.16511952731952403,0.1245881232646439,0.008628578185739354,0.7676907277292393,0
0.8383003502216663,0.09211900656181503,0.018290799499084603,0.011439513028502865,0.0008080389633447995,0.8299800277125647,0.09873569762453124,0.02407943107985167,0.013925716709629372,0.0008837737508143318,0.8087648569136611,0.07938980861990284,0.025675973182165433,0.028101684234997468,0.0025833889004055056,0.7754286097011585,0.10538197155284207,0.04051491937722422,0.027564717579320535,0.001634286149506399,0.7692893052118881,0.06798202076218449,0.06571920581406374,0.03439955292029475,0.002148554770373685,0.7292482307109233,0.09616674788721949,0.08135261057787133,0.03488313647054329,0.0017981404197165627,0.7948607339348996,0.06765078356478962,0.04584867450597534,0.026811791152748878,0.0016446231404904372,0.7309514722794155,0.09117687666441054,0.073696393495987,0.038456270238419424,0.002063736251064447,0.8076891680025022,0.046581870739249055,0.028005629873154823,0.04725512423224269,0.0050199925663326345,0.7156575527819887,0.07666649874339952,0.05225769717374589,0.0778790854570753,0.00774614966527835,0.8199153340193984,0.06300133433329888,0.024602985479250994,0.027473929691810933,0.0025036983491799358,0.7869254105884546,0.08897285985878554,0.03747024223930724,0.030555020722931675,0.002154988448616527,0.7998458721447023,0.05281659983705901,0.03030771962442147,0.04586788199988395,0.005274649123192783,0.726144314508754,0.0906092747626511,0.06579342475052183,0.05348787687215409,0.004005343598266718,0.8044540043324464,0.0586621019124817,0.03956752403852809,0.027934791268140392,0.0018738382968798717,0.7236601739552629,0.08951839738903472,0.07870985868546836,0.04175981066367419,0.0022559283854781203,0.868217523816286,0
0.6873585349856693,0.15241987463770643,0.06820268305340922,0.06626762872036364,0.004902832398450557,0.7007271853448066,0.1393621381539246,0.06056845574181652,0.07095401741600355,0.005992903388268455,0.5084497561476823,0.16059920975569153,0.1887174628771574,0.11710614880988023,0.00885904602424674,0.5719733750021986,0.15427390444557346,0.1316437624596291,0.11395647503733794,0.00856850070138264,0.5931395241434023,0.10010331445112268,0.15319796478906705,0.05371476060773945,0.003657551978073535,0.4309911103885249,0.15732592466842749,0.2623118190215131,0.1259949420135857,0.007108092958917007,0.7358332562399456,0.0830430483094041,0.05821434721989361,0.025999808986077427,0.0010479154694801659,0.4430329606012601,0.17095137811901956,0.23159442325529328,0.13112781145915192,0.007482410217387964,0.5018567970587254,0.1765346300865878,0.15201046782934471,0.12700939437214545,0.008195615979340445,0.40525156872500184,0.1347954196735148,0.20341555429684893,0.21098241307505805,0.018176328688108805,0.7047114419745922,0.1088827463627315,0.0604582057845988,0.04870443517534521,0.0046209930789703115,0.438429798495112,0.14393924662386753,0.19301699718604937,0.1932324570474705,0.015891252266287993,0.773052258719052,0.10758020351196042,0.057230532324532665,0.04664695990350223,0.0047728657502169,0.5980146604017308,0.16664844082472646,0.11748273192116325,0.1003905336605087,0.006970368368608194,0.4511068749233157,0.1613486583432786,0.2505725683687774,0.1022108126868787,0.0049297765863591785,0.3948255374804407,0.16849112390769455,0.261161261629152,0.1505331091279865,0.008366407990492012,0.7088336963044616,0
0.8828358606131795,0.07639840980155697,0.006972268094282909,0.005811512599715115,0.0005565489691506017,0.8866768597024915,0.07508309806400726,0.0056244094017207525,0.0038005516040728856,0.0004305251309227104,0.8244978451297087,0.09294121151453436,0.022346750474812303,0.02814131556803893,0.0025498311109622635,0.8449400775632344,0.08371894578074685,0.01651916317695785,0.022566249559977648,0.0024338088156687825,0.7200063667710328,0.1279123563224248,0.05646297769216512,0.060385879886976565,0.005212407218278899,0.7140145634639468,0.11666302929470838,0.04994571352860755,0.0798113326040655,0.009601021826434492,0.6471807532661489,0.15617433157524951,0.0847179107971045,0.0707650856153536,0.005013780719449029,0.6282731261498331,0.15018039107462808,0.08058029939662711,0.10621604377011624,0.012526876375279014,0.595861377263533,0.13868882152673082,0.13073116452457914,0.09198831663638958,0.006103941402809578,0.4718523693962675,0.13892588259035366,0.17229756438492413,0.1747352534124031,0.01900778961301373,0.8102648046195579,0.09116881973818731,0.02451192094860396,0.03958555304399571,0.004135598018448716,0.7512887751339294,0.08323777719197135,0.031147956193322446,0.0932660861357325,0.012831015168607993,0.6945009645849259,0.10963464287644024,0.05733967068510972,0.09367297605420304,0.013426858631131277,0.47516222223550675,0.081749300350973,0.06027774862094652,0.310657108944523,0.05397630854868776,0.699381514096042,0.11426301073730427,0.08313549057048371,0.06188556109624301,0.005838207543451355,0.5510195949268474,0.11496702651206961,0.07362630684075357,0.20757460614328485,0.030507337922534856,0.9044206093304257,0
0.850499422066609,0.11769979189074438,0.0087749729181283,0.004856471638778632,0.0004446785490606549,0.8470590260875069,0.12111048505740082,0.00988504683479528,0.007182105659810494,0.00046224013319341424,0.7925815837956327,0.10703581346713778,0.019419676677440306,0.04287533564801956,0.004906548275033339,0.7725462714414699,0.12141874581990397,0.02651922107389648,0.05760789159749792,0.0057064326614975095,0.7281484231432074,0.09967717554515172,0.03146843557432682,0.08762673145490497,0.009233941734195733,0.6554959047391167,0.1166571997691417,0.04418714021803289,0.15037523704741743,0.016840634213410765,0.732996521603257,0.0938133042668991,0.03578800155426905,0.07143532495023615,0.007526797161279635,0.597523658973062,0.11616384746871591,0.06508161740070093,0.18766051945514495,0.016831465642167795,0.6836391489975071,0.08768315635138745,0.05929432870653125,0.08939356141955607,0.008383618104984308,0.5444800664705634,0.09031970693539679,0.10517624984319117,0.2016312656250991,0.01616970728847655,0.7840114010784631,0.0910861641169965,0.0192579118858891,0.05908946797136508,0.005275614722364753,0.7935058059329604,0.1049816189113018,0.023325016750173046,0.049153206071864866,0.006593950313754422,0.7633735578846735,0.08136873909223422,0.026344326896055238,0.07219960245751325,0.006649288079940185,0.7232680227117633,0.11016438822528299,0.04652143406294256,0.08572329033283276,0.010939918404079584,0.6918751622778362,0.09131792019529991,0.037009227273948536,0.11411499527833907,0.013498760347197726,0.4951439592836766,0.10633671680452231,0.06655700501281875,0.29300194933432494,0.02483420514237072,0.872704450990067,0
0.7018854254322628,0.16246134524665762,0.03221202236468872,0.07281546613203274,0.011283306075234008,0.6510474893068922,0.15916607562001944,0.03974358236125461,0.11232833824097914,0.019406223941537307,0.5582030618547807,0.16110497791206893,0.06505527953858566,0.16846779206424428,0.0287152999615202,0.5577410705077267,0.15321907333669024,0.05944862061240852,0.18297859166372674,0.029255765381341548,0.471145273546495,0.13145086183852725,0.0819026469002997,0.25735559199892477,0.04310786630515327,0.5032688419419642,0.1338987335587217,0.08827326756963805,0.22797831163837287,0.03168266214589082,0.41629800542859446,0.12215679180501297,0.0940877857932411,0.30025623463973616,0.05229020645066264,0.4637956551384728,0.14077591547229742,0.10659473561586792,0.24296934200693143,0.031710363448750854,0.372814753929028,0.10967579810981647,0.11416686666617876,0.34487829607064574,0.048053220928630395,0.3402788003752325,0.1672690144739341,0.15777823469919197,0.2953701506109861,0.028988326982106728,0.47180642651852084,0.11710081860327896,0.056988093668488046,0.2952498076897303,0.04630838761979386,0.507617044747035,0.11873254039222134,0.06037581584115735,0.2604829390387719,0.03828778738173162,0.3382550846848349,0.12134294922282808,0.08756448356934536,0.39266436243137043,0.04858616380667912,0.39517973500456216,0.09814201229301976,0.09221201630777949,0.35960895259548664,0.043941938522386176,0.42337002205029206,0.10624448466617821,0.08436827458372265,0.3162095436679974,0.05529036809979495,0.4378780431473478,0.12976935098155468,0.10561466684047453,0.2767122403541845,0.03639028475401774,0.7260755934506002,0
0.7386835210794173,0.1286434106680117,0.03322940048607803,0.06689171415297743,0.0068593154843076525,0.722207485259512,0.1182150036215669,0.0354358628446991,0.08401260265478472,0.0049964641809758055,0.5740506843288172,0.24243615053768716,0.09197864121978566,0.0680677796470188,0.002568119593452423,0.6112567834926879,0.20914476209288044,0.077936820396041,0.0703897936067116,0.0030048012256398155,0.3994784605796236,0.21032229857535115,0.2889088784869771,0.08353233373100127,0.0029566906617773323,0.4109554380531677,0.1531590602975464,0.33601427153466756,0.07168891639690449,0.0031351704323289323,0.44417361246566445,0.23070386944354793,0.21092333263245677,0.09613625679567989,0.0035593202496091015,0.5631146733613669,0.17229071046177372,0.15978859530151127,0.0711659252335141,0.0035110475477352072,0.47588803097375887,0.17939638885382034,0.13662788603244544,0.16837963910096063,0.012621771544835113,0.6678859183160436,0.13056180214607682,0.07512943370341921,0.07867778292847644,0.006186918880640172,0.5937453901952009,0.193328612777679,0.11354788995343403,0.07268521821537308,0.0036718552064696113,0.576933268316188,0.1539614907968291,0.1571966696672642,0.06626987649721915,0.003404376725339019,0.43712252074499225,0.19418323174297417,0.2706424895164124,0.08010116518885427,0.0034537843186596816,0.4772590881918021,0.139679363664018,0.2750261456316435,0.07283335952290237,0.0036190529948304287,0.4287131162021371,0.22292402672752085,0.23589675776815366,0.09483134226317107,0.003901311687901177,0.5568931502920891,0.15294997957999545,0.18436996195503305,0.06779226681664645,0.003390316607845457,0.7625497710891074,0
