Fp12_delta_psd,Fp12_theta_psd,Fp12_alpha_psd,Fp12_beta_psd,Fp12_gamma_psd,F34_delta_psd,F34_theta_psd,F34_alpha_psd,F34_beta_psd,F34_gamma_psd,C34_delta_psd,C34_theta_psd,C34_alpha_psd,C34_beta_psd,C34_gamma_psd,P34_delta_psd,P34_theta_psd,P34_alpha_psd,P34_beta_psd,P34_gamma_psd,O12_delta_psd,O12_theta_psd,O12_alpha_psd,O12_beta_psd,O12_gamma_psd,F78_delta_psd,F78_theta_psd,F78_alpha_psd,F78_beta_psd,F78_gamma_psd,T34_delta_psd,T34_theta_psd,T34_alpha_psd,T34_beta_psd,T34_gamma_psd,T56_delta_psd,T56_theta_psd,T56_alpha_psd,T56_beta_psd,T56_gamma_psd,Class
0.13166161339486515,0.053875592590200916,0.04728412773930053,0.031013402257775376,0.002019368083987963,0.009053034925118553,0.006660076175103058,0.004990058597808517,0.01228129020630854,0.0005312407308970387,0.00289169139447798,0.01587091175349642,0.029963837497062773,0.009829424196365538,0.00019078042939775323,0.022029749274321775,0.015045912379223064,0.018877093203471945,0.020889657417985458,0.0010254023442491681,0.024237620403000926,0.06443355365377033,0.02660732672890384,0.029863982972784885,0.0016128260862163164,0.06832750441751095,0.022509349131150214,0.00924759432579568,0.10974373894913214,0.011223321899563184,0.0036061946546361856,0.005054040610357635,0.022521944773546992,0.033229545800493476,0.003498567749542784,0.07494816888707656,0.014786216168117094,0.0650247437816078,0.01939775612935478,0.001918243985612733,0
0.010270848005750621,0.01340533249866073,0.00514773033677798,0.002126294322191691,0.0005602143899997606,0.13816310741320603,0.03925832860036792,0.030334667868283746,0.024474138127719258,0.003781874389475876,0.06142841657656001,0.11159693497286315,0.08914260233595456,0.1403869002394131,0.01953600313977824,0.0027693136074068425,0.008649852735895275,0.0069355135766697995,0.011294360463764155,0.00040599815041729957,0.04696618368710792,0.03963226071003019,0.01609653174491775,0.0020686210974456276,0.00022753796042039934,0.0015120867875991761,0.0013203710922501527,0.008632316468530563,0.02595891676957976,0.023164509984257592,0.0035958445204182787,0.07288528568382394,0.07161197826456914,0.1698197841763306,0.02989729784318064,0.08348085701050062,0.017659455992422052,0.02193474437355243,0.06049584617619104,0.00913395524023436,0
0.14566974581497083,0.058187078834419315,0.06328155089823881,0.01858817482874566,0.0003531266273528117,0.07545083831875532,0.041524399483219634,0.029852566726054658,0.08515218251374819,0.0028322426371620735,0.10066953177710225,0.020714362352795404,0.04915229575497429,0.07835173936387455,0.008530191870186776,0.030829951390959343,0.026327205937744236,0.0031276775951516456,0.017635744675699852,0.002226159767347904,0.03652101543196973,0.005841639115269359,0.014165661125508502,0.008947021810529032,0.00014509744863241535,0.04983795222650689,0.0212990108941552,0.07221786112843397,0.03591146958146832,0.014049927747342721,0.042175281013815846,0.033781849642054926,0.061008476078956486,0.056678449782549434,0.0023763615452663256,0.16707679670292552,0.0441863615415683,0.07386522103673814,0.07212330898696095,0.004105834609260943,0
0.009336031986469928,0.0035403305869306095,0.008752196595031632,0.0007366210122405625,0.0003507235247533474,0.03750858313880512,0.0036575705727002056,0.03840965376238628,0.0028128872269188032,0.0008231589743216538,0.15064466355072442,0.006601263327099011,0.08621055299767072,0.06491082222758333,0.005195312311639871,0.0492547071010736,0.0011692843167559613,0.06774159025849039,0.01687743964827418,0.0017551241902773844,0.06634305765174775,0.020716158502902593,0.01867055651257414,0.06204772467763722,0.004726671282960917,0.008205267079906875,0.01061683477009319,0.038321524528047574,0.04455622351411834,0.005327031810653433,0.031905088509599056,0.0063668462261066705,0.042166813698922195,0.012014310302667253,0.002395708972478358,0.0035019961259451504,0.0073104364927094045,0.015425482132066431,0.0015212831302705843,0.0008447581029605768,0
0.004944548816775307,0.007923766281806369,0.008192475858538321,0.0006872180113870613,0.00012943816231572548,0.013774713379956283,0.001506414478760043,0.030188264948289037,0.035902803299269245,0.005341356546655143,0.025719276508603728,0.015628246359774084,0.0209687897721752,0.03221338023023701,0.0020878918804970205,0.042367308762860434,0.007710016697632938,0.029425645329899622,0.007142160965159211,0.0007721955135137717,0.0458794295589493,0.020497959204292163,0.013240002994082622,0.009062151560672804,0.001165240942992603,0.011309288375798587,0.017320461595400252,0.004137378138840797,0.02436311501779563,0.002040158302649079,0.055718544238170686,0.009079452306220911,0.024450086249393613,0.06631285044710071,0.01089306860465578,0.03159400752655006,0.008839432354802723,0.03514472184145734,0.0014841588759945193,4.021841741157347e-05,0
0.03773239313871746,0.012212862033095767,0.024599134248030702,0.005588094726339254,0.0005123966520072451,0.17073414587851365,0.010015392728733252,0.10080424475468408,0.060641389032794465,0.00399478649866895,0.2582405348921602,0.07053137304455435,0.20230851905889113,0.10291600574404997,0.004189433133787037,0.2322769841566783,0.07356736465017417,0.13073302058246128,0.09963989661545494,0.0063595564030171,0.016338435132908113,0.008610590846462846,0.0040274798752525515,0.0023763947166975385,0.001067681738763743,0.4488028849740506,0.025935504804422554,0.2228063350385822,0.24834310153821945,0.021023404081337037,0.08208395417822834,0.05269735461922717,0.010129620289869454,0.01677737606309178,0.0006704234541868997,0.07729874274801851,0.02207312924382386,0.03249891108351774,0.030896539792577768,0.0017549074493408649,0
0.004886318703196335,0.0006891750229508636,0.0011006091566782492,0.0040992895587144435,0.0005015395987848316,0.09349568550525089,0.012246988579870152,0.016358203296447667,0.06565543446515122,0.008644404606589027,0.021569450125917045,0.009505704063208581,0.01081535084174478,0.013312177791047639,0.0015399745552552259,0.010340019362490738,0.0011842596161000807,0.003877736238795955,0.0016148411164741486,0.0005915019452673478,0.022944337938256787,0.004850724345978927,0.004898029149711783,0.011417613421479358,0.0016936053089748383,0.08771324186432361,0.029186096895547353,0.0028100407505699393,0.100248468938376,0.013026873273480125,0.05732849016887365,0.026229442634276484,0.028391105912050227,0.09820781674309773,0.016946315945493808,0.021791096427148826,0.0057177039994017465,0.02416415088192183,0.03714648551249836,0.0059227043358029315,0
0.0027294416238015096,0.0019126898388211605,0.001525009454993776,0.0007737490968111301,1.486394094361447e-05,0.03887285246209793,0.015074474269520854,0.0276279645873028,0.00417410140145949,0.0016567855997700644,0.022694563515588517,0.007425226734104784,0.0011254133395060331,0.02113532851404057,0.0010585796914557924,0.00016847514552009724,0.006694550977503835,0.00038344036199463097,0.0020181745636064716,0.00049632069435822,0.0017408469661723824,0.0027213584126341422,0.0031362627862457568,0.007573993737425719,0.0004705438979117687,0.0677897161388954,0.00491348147958235,0.0027920024428454704,0.08984129176891137,0.006874139497579462,0.09039733626136959,0.004003596147616459,0.015840802244787566,0.07371667695723186,0.010140791367883432,0.04045494224552415,0.00748315980085798,0.006413727733232642,0.021784460357304608,0.006227039227980574,0
0.06953058743112339,0.0069265980671958105,0.010134474669423514,0.05350612181215801,0.013748359731103577,0.023768039979485955,0.0395943809593273,0.03141115963163536,0.07625506513536504,0.01902495040743804,0.02770400597231515,0.02114687068998157,0.015191548874536553,0.003105423067914115,0.003909501125537389,0.0005281584409271844,0.026666707731435202,0.006526682997750624,0.02822475324831633,0.0046463853379801225,0.04229007379703703,0.03031112645022213,0.0317749783806654,0.017676698159464127,0.0018333397730761446,0.008020776909612809,0.01230312123736671,0.0030233007010663226,0.002599573589067594,0.008271401992361718,0.042533805498045946,0.038860395010901244,0.009290956110849555,0.05701502364166383,0.019733448716561366,0.007734443676912006,0.033854767771620164,0.004177884387416522,0.039012817784560255,0.006402912267837568,0
0.05242617751145939,0.007086217917734006,0.017564001032376736,0.036730914114446,0.002332068654968036,0.01779162397968187,0.010464254988918092,0.002023742593933814,0.027528626234297138,0.0010890972807061847,0.07232465523459675,0.04878395682478148,0.13557480322312526,0.00661458627264902,9.216267014262522e-06,0.08994193794396044,0.01634225580566856,0.04481082502959639,0.022132047851236916,0.0007883895040042312,0.05743843527980241,0.004279632838411207,0.00892222410634548,0.03553138038107624,0.0031376812119586726,0.03648867199949757,0.007632908695039353,0.050063030332908875,0.008817598773351504,0.0011852715470442553,0.01586072412737355,0.007279093876018411,0.004692447100768271,0.0005025632059388468,8.965861735315498e-05,0.10312875395000831,0.013582963849206348,0.06305969000387707,0.020915413264144547,0.0011503998928451544,0
