Fp1_delta_psd,Fp1_theta_psd,Fp1_alpha_psd,Fp1_beta_psd,Fp1_gamma_psd,Fp2_delta_psd,Fp2_theta_psd,Fp2_alpha_psd,Fp2_beta_psd,Fp2_gamma_psd,F3_delta_psd,F3_theta_psd,F3_alpha_psd,F3_beta_psd,F3_gamma_psd,F4_delta_psd,F4_theta_psd,F4_alpha_psd,F4_beta_psd,F4_gamma_psd,C3_delta_psd,C3_theta_psd,C3_alpha_psd,C3_beta_psd,C3_gamma_psd,C4_delta_psd,C4_theta_psd,C4_alpha_psd,C4_beta_psd,C4_gamma_psd,P3_delta_psd,P3_theta_psd,P3_alpha_psd,P3_beta_psd,P3_gamma_psd,P4_delta_psd,P4_theta_psd,P4_alpha_psd,P4_beta_psd,P4_gamma_psd,O1_delta_psd,O1_theta_psd,O1_alpha_psd,O1_beta_psd,O1_gamma_psd,O2_delta_psd,O2_theta_psd,O2_alpha_psd,O2_beta_psd,O2_gamma_psd,F7_delta_psd,F7_theta_psd,F7_alpha_psd,F7_beta_psd,F7_gamma_psd,F8_delta_psd,F8_theta_psd,F8_alpha_psd,F8_beta_psd,F8_gamma_psd,T3_delta_psd,T3_theta_psd,T3_alpha_psd,T3_beta_psd,T3_gamma_psd,T4_delta_psd,T4_theta_psd,T4_alpha_psd,T4_beta_psd,T4_gamma_psd,T5_delta_psd,T5_theta_psd,T5_alpha_psd,T5_beta_psd,T5_gamma_psd,T6_delta_psd,T6_theta_psd,T6_alpha_psd,T6_beta_psd,T6_gamma_psd,Fp12_delta_psd,Fp12_theta_psd,Fp12_alpha_psd,Fp12_beta_psd,Fp12_gamma_psd,F34_delta_psd,F34_theta_psd,F34_alpha_psd,F34_beta_psd,F34_gamma_psd,C34_delta_psd,C34_theta_psd,C34_alpha_psd,C34_beta_psd,C34_gamma_psd,P34_delta_psd,P34_theta_psd,P34_alpha_psd,P34_beta_psd,P34_gamma_psd,O12_delta_psd,O12_theta_psd,O12_alpha_psd,O12_beta_psd,O12_gamma_psd,F78_delta_psd,F78_theta_psd,F78_alpha_psd,F78_beta_psd,F78_gamma_psd,T34_delta_psd,T34_theta_psd,T34_alpha_psd,T34_beta_psd,T34_gamma_psd,T56_delta_psd,T56_theta_psd,T56_alpha_psd,T56_beta_psd,T56_gamma_psd,Class
0.8476009593240085,0.10419535593697765,0.014668647424087954,0.00528059604411004,0.0003200940518126514,0.6862874672301198,0.17707904795006277,0.07115740852748625,0.03875886427607697,0.0023917223696172493,0.6454977500160222,0.1323728000603645,0.11306883466329481,0.06664884776018937,0.004142832139522011,0.6288042855861804,0.12738904761155997,0.12442603345775864,0.08023168233310835,0.004740240242873334,0.5929091326997442,0.13809866470715063,0.1475761985900395,0.07823996583046532,0.005667049908383294,0.6146409518898437,0.15025955745921657,0.11123296009250756,0.0845731467310049,0.005725066387996239,0.578238438917074,0.13129982896797313,0.17605972019464,0.08234430450727398,0.004035579402268151,0.5620243803244901,0.15107071184327298,0.14769020965547142,0.10233442678372094,0.004996682177006854,0.7647346231823956,0.10725549303491051,0.04347499673613113,0.03488188183107928,0.0017555258630630817,0.7504761850164844,0.16473576521274463,0.01646167786650727,0.007128682140503572,0.00036239514964113743,0.5541677115600225,0.16225189893126007,0.13044162590671135,0.10417426117368007,0.00763177844389443,0.5083365688422115,0.14079849312100956,0.12452770987253171,0.1833748713211295,0.01635417637603716,0.5971192321880484,0.1647926980087206,0.12736505150158112,0.057099475518379086,0.0036849456487562083,0.606584430356627,0.15929527742774122,0.10520817554801044,0.089943888905389,0.00680331631337423,0.5763427827657361,0.1352884666341711,0.16684565175467175,0.08400643222264176,0.004836327455649543,0.6484226742489526,0.15361309482378493,0.09747909114900162,0.07055532169096063,0.0030087462905572303,0.16131349209388868,0.07288369201308512,0.0564887611033983,0.03347826823196693,0.002071628317804598,0.016693464429841764,0.004983752448804529,0.011357198794463827,0.013582834572918978,0.000597408103351323,0.021731819190099477,0.012160892752065944,0.036343238497531946,0.006333180900539581,5.801647961294499e-05,0.016214058592583958,0.01977088287529985,0.028369510539168585,0.01999012227644696,0.000961102774738703,0.014258438165911214,0.05748027217783412,0.02701331886962386,0.027753199690575707,0.0013931307134219442,0.04583114271781108,0.021453405810250514,0.0059139160341796365,0.07920061014744943,0.00872239793214273,0.009465198168578604,0.005497420580979379,0.022156875953570673,0.03284441338700991,0.0031183706646180213,0.07207989148321647,0.018324628189613834,0.06936656060567013,0.013451110531681132,0.0018275811650923126,0
0.662960797373011,0.11427019593715158,0.03516550986936835,0.03482666267792828,0.0034755459046257086,0.6957002534184764,0.10471286635301615,0.03300958375419009,0.036919053843385535,0.0038441818418728803,0.6145093151980151,0.11007859298221896,0.04500677363128395,0.07987055084504033,0.0074486109969364965,0.4804250389389992,0.1548200962868624,0.08626166618995369,0.11691482254795006,0.011883111063230301,0.3147854603288042,0.010213455951571753,0.005766555806516845,0.00824442766372151,0.0010654613640280624,0.4229193507689051,0.13271881934846466,0.09307007004071789,0.1457425253822002,0.019160812806512613,0.4827498501077238,0.11172725585904776,0.08245108238239689,0.1180130103376939,0.013110674229734968,0.5050232347765878,0.1252018499702096,0.0847125115295815,0.10770009684092825,0.012445804755187112,0.5613396509918853,0.11603288888536484,0.059955288100740876,0.09927281653517132,0.009604500168702696,0.5243189272976967,0.15147266368135096,0.07223712731729028,0.0884377775560091,0.009094573099762145,0.3618788881513769,0.09881528913829155,0.08208772274005406,0.2513784523936108,0.05118681600467461,0.381117321378007,0.11331038796444588,0.10462378064365635,0.20913048957786937,0.027447186351878785,0.31899589242715326,0.12475479285495153,0.11540518391103648,0.2517621739815384,0.040564394949912576,0.31232004472618796,0.051705822528236946,0.03876109621803365,0.0762725621102795,0.01095505732136449,0.44887775985457923,0.1284492957971569,0.0938149637896731,0.14205724203977324,0.017292822955917563,0.5292693583314132,0.11029115604644389,0.06500957430619114,0.08310646464802379,0.009677141306508515,0.032739456045465465,0.009557329584135438,0.002155926115178265,0.002092391165457258,0.00036863593724717177,0.13408427625901592,0.04474150330464345,0.041254892558669744,0.037044271702909734,0.004434500066293805,0.10813389044010085,0.12250536339689291,0.08730351423420105,0.13749809771847868,0.01809535144248455,0.022273384668864027,0.01347459411116185,0.002261429147184607,0.01031291349676565,0.0006648694745478561,0.03702072369418863,0.03543977479598612,0.0122818392165494,0.010835038979162229,0.0005099270689405515,0.019238433226630103,0.014495098826154337,0.02253605790360229,0.04224796281574142,0.023739629652795826,0.006675847700965298,0.07304897032671459,0.07664408769300282,0.1754896118712589,0.029609337628548088,0.08039159847683397,0.018158139750712995,0.028805389483481963,0.05895077739174945,0.007615681649409048,0
0.652459571591479,0.15791523522789,0.10166382350178223,0.05013513213290564,0.0029363348065054875,0.8343997567238117,0.08612200652736816,0.027222650123864687,0.015850428028323614,0.0010096588841591576,0.6135683572939344,0.14087965619421763,0.11213572402166354,0.09457747496712877,0.005901152754415865,0.6105616167712017,0.16421648468220773,0.1011413115377359,0.07332172042026999,0.00458430893704464,0.5286295230166689,0.13299869647315082,0.18780575048665,0.10987356319983448,0.007654299694103215,0.581429997432254,0.14040499256062033,0.15152961836315357,0.07201803869648181,0.004028381245130664,0.6598290000376426,0.14436550857249297,0.07732349625832162,0.07901102449698426,0.00481495944382831,0.607738616069436,0.1821045608129926,0.08106567767470074,0.07020206813939785,0.004133368828996209,0.6773696164311696,0.15344992634915228,0.0683704364083638,0.06134208623045854,0.0033164303715266137,0.6240105924853283,0.16747421486316652,0.08546856028114559,0.07590584862710782,0.004366352543689305,0.5503613151459611,0.14565705554561217,0.1061185600673364,0.1446257995947397,0.01240753986421166,0.5330606759399432,0.13497221301221354,0.17944851626441458,0.0893645113706089,0.005172362735385867,0.5842179362803468,0.11341278422538624,0.09214270502371408,0.1688879971930278,0.015198219918598002,0.5685196202638249,0.13580016297736616,0.14822433108567631,0.0868232996291422,0.005746225493782212,0.7979846614767273,0.1003263878775864,0.01685182937534906,0.016885124357221455,0.0010580508120471446,0.616062224629668,0.16211578104577173,0.08790234339426342,0.08452871350685312,0.004543996637290532,0.18194018513233268,0.07179322870052184,0.07444117337791754,0.03428470410458202,0.0019266759223463298,0.0030067405227327537,0.023336828487990097,0.010994412483927643,0.021255754546858782,0.0013168438173712244,0.05280047441558511,0.0074062960874695105,0.036276132123496424,0.03785552450335267,0.0036259184489725507,0.05209038396820653,0.037739052240499615,0.003742181416379123,0.008808956357586412,0.0006815906148321012,0.053359023945841244,0.014024288514014244,0.017098123872781798,0.014563762396649284,0.0010499221721626912,0.017300639206017876,0.01068484253339863,0.07332995619707817,0.0552612882241308,0.007235177128825793,0.01569831601652194,0.022387378751979922,0.056081626061962236,0.0820646975638856,0.00945199442481579,0.18192243684705933,0.06178939316818534,0.07105051401891437,0.06764358914963167,0.0034859458252433874,0
0.7279000235772068,0.12540368817662118,0.06118161960798431,0.054213104812415404,0.0039025443983425868,0.7234490013288384,0.12689563549832028,0.0691346887110442,0.051387871546915306,0.003604391541089237,0.57573529901863,0.1134345700520054,0.13005070407789518,0.13215720540017298,0.009983275732138775,0.5467187084343339,0.11755498222209095,0.16353183884571895,0.1229282633366487,0.008562645094416546,0.5078067966918938,0.09251494089466694,0.18972733424264948,0.15383710690528885,0.012476102275609831,0.6361567021499936,0.09624444894019996,0.12020458299786642,0.09854589341952222,0.007862563202694958,0.5219874497061154,0.10312810474271808,0.2088520349858033,0.12456885414688598,0.007901252264942997,0.5769433380544002,0.10267343511906962,0.14142317111562494,0.13632917452188498,0.00904363266279711,0.6261261158335965,0.14288380451522362,0.11206209675545444,0.08467460498139742,0.007213523021221566,0.5657250793681051,0.11739325761529902,0.1292907623597781,0.14499819894620786,0.011750271223905135,0.4664819644967338,0.09086886689571629,0.1346196314928613,0.25334514530533625,0.02086225950589662,0.4788556904134407,0.08110497732522891,0.17007326697817363,0.20545811553738239,0.027069219545019108,0.5580193325533924,0.09606514972896157,0.14398500391441932,0.14434115493026842,0.013121074170952736,0.5732731554261279,0.08909922210892016,0.10632597553806729,0.1674394556402165,0.016645764656736343,0.5030674762707774,0.11397988974546566,0.19558791958922356,0.14541817028316564,0.00893644616656764,0.5082562916046197,0.1052106486226647,0.20624186322638435,0.14481067507911582,0.008098526614426541,0.004451022248368464,0.0014919473216991053,0.007953069103059887,0.0028252332655000975,0.0002981528572533498,0.029016590584296065,0.004120412170085547,0.03348113476782377,0.009228942063524273,0.0014206306377222283,0.12834990545809988,0.0037295080455330143,0.06952275124478306,0.05529121348576663,0.004613539072914874,0.0549558883482848,0.0004546696236484571,0.06742886387017835,0.011760320374998995,0.0011423803978541126,0.06040103646549133,0.025490546899924596,0.017228665604323665,0.060323593964810435,0.00453674820268357,0.012373725916706935,0.009763889570487377,0.03545363548531233,0.047887029767953865,0.0062069600391224874,0.015253822872735467,0.006965927620041418,0.03765902837635203,0.02309830070994809,0.0035246904857836065,0.0051888153338423,0.008769241122800961,0.010653943637160795,0.0006074952040498183,0.0008379195521410997,0
0.7593298180934784,0.11222918200963583,0.07399533716583816,0.030033837148977123,0.0018952178074981955,0.7467150353260769,0.1019407081870835,0.08907454829550165,0.033024706381205665,0.0021996120182521516,0.5356784550481277,0.1367637457364852,0.14217131508289765,0.1348213308293905,0.012978651155010897,0.5358723818356251,0.1345086954067785,0.19361222663277355,0.08507901436960724,0.005662307016800783,0.44206742852494463,0.1041013526404584,0.28259216106539686,0.12678132305638354,0.008549456129601266,0.5127652659815121,0.11062347865797045,0.24020360313253705,0.08615861654847337,0.005632713074569181,0.6452700929044493,0.12621716119201226,0.11252379589117331,0.06685168769734451,0.0038686018318210644,0.6120283528036777,0.11198101788766074,0.1523116207478744,0.07592616831858669,0.00492425231352527,0.6376328032361108,0.1273414777134825,0.08001345169664982,0.11073860507458626,0.01028463777022689,0.621762725354075,0.136060073502865,0.0897163143851735,0.11186857015704942,0.010486519955131102,0.6114271705224625,0.0976778849432101,0.08507120535271591,0.12890600110851888,0.010632544768237112,0.598491132270243,0.11917723922310412,0.10895879427042755,0.11693633998499292,0.009097217742011093,0.48936637747709427,0.09138502328971744,0.09854684068142541,0.25243389561979657,0.028124078516759455,0.5496605366467755,0.10747989491681885,0.14047743372441798,0.1545097293606492,0.012036930191611528,0.6294023839269415,0.11412851494036201,0.11389615199704592,0.08751654309972708,0.005293753637079225,0.609670539413855,0.10286101834187117,0.1607376933017051,0.08239490729880773,0.005074439084134433,0.012614782767401578,0.010288473822552324,0.015079211129663497,0.002990869232228542,0.0003043942107539561,0.00019392678749741155,0.002255050329706687,0.0514409115498759,0.04974231645978325,0.007316344138210114,0.07069783745656744,0.0065221260175120505,0.04238855793285981,0.04062270650791017,0.002916743055032085,0.03324174010077152,0.014236143304351523,0.0397878248567011,0.009074480621242179,0.0010556504817042052,0.01587007788203587,0.0087185957893825,0.009702862688523675,0.001129965082463158,0.00020188218490421218,0.012936038252219562,0.021499354279894023,0.023887588917711644,0.01196966112352596,0.0015353270262260191,0.06029415916968123,0.01609487162710141,0.04193059304299257,0.09792416625914738,0.016087148325147925,0.019731844513086516,0.011267496598490842,0.04684154130465917,0.005121635800919344,0.00021931455294479235,0
0.6364941408409642,0.13764241339629404,0.12143341743804777,0.07903112174849491,0.005095101206465798,0.6738169412205884,0.1271850991290471,0.09550187766257887,0.07314019546603268,0.005670979402153576,0.3825488651145838,0.14537863984660396,0.2538474136472557,0.18101965846375961,0.013293916229514494,0.558980612062167,0.14097432456922662,0.14222138755619307,0.11858956763806135,0.008578076318606059,0.6776745657670374,0.047476494207841564,0.06950816728321746,0.03856536056514597,0.0038570222874218935,0.4038395105654467,0.1185947361298411,0.2912889632116404,0.14816292076871915,0.008866306245197488,0.7796358499252882,0.06498580226496095,0.03656570841803338,0.020155436949414445,0.0008739927187285016,0.5434177886750735,0.14034724703615004,0.16367981422087483,0.11907310616645861,0.007775407490892026,0.596777020501184,0.15253167969362227,0.12652690198114075,0.08955363617355373,0.00656156553832787,0.5962146627606925,0.1531999653238512,0.12298679252249885,0.08956064917486027,0.00736598302288264,0.7345186448139429,0.08803013014194597,0.041643320011418614,0.04576649746031253,0.004279687710501147,0.27603403805992116,0.1108382654778094,0.2651635784444393,0.30149025609578056,0.026314012636121493,0.7036023718063813,0.12047150624964652,0.08239980775620434,0.0736035809124681,0.00664849702331481,0.6598286361430951,0.14254370520219434,0.08807084861636262,0.08660848847052639,0.007889032581059502,0.5349934927265829,0.11334613692557113,0.1964043951117011,0.1119482073720112,0.005874550657052018,0.45176417312777944,0.1372455235997208,0.22345169036695745,0.15120751608437058,0.008267089257643622,0.03732280037962421,0.010457314267246942,0.0259315397754689,0.005890926282462239,0.0005758781956877778,0.17643174694758318,0.004404315277377335,0.11162602609106265,0.06243009082569827,0.004715839910908435,0.27383505520159074,0.07111824192199953,0.22178079592842292,0.10959756020357317,0.005009283957775595,0.23621806125021472,0.07536144477118908,0.12711410580284144,0.09891766921704416,0.006901414772163524,0.0005623577404915148,0.0006682856302289153,0.003540109458641902,7.013001306538369e-06,0.0008044174845547696,0.45848460675402175,0.022808135335863428,0.22352025843302065,0.25572375863546803,0.022034324925620345,0.04377373566328624,0.02207219895254782,0.00567104086015828,0.01300490755805829,0.0012405355577446917,0.08322931959880348,0.023899386674149675,0.027047295255256343,0.039259308712359386,0.002392538600591604,0
0.8802853711862091,0.07550381497024826,0.007739779346088282,0.008930133768188856,0.000912372861754115,0.885138644503058,0.07553888103146426,0.006544139004723545,0.004841891539820168,0.00046058672291130197,0.6265408498195186,0.11271295096605073,0.07175679619539013,0.1414644023367605,0.015525347403619617,0.7156158476638885,0.10451797391821972,0.05519286312631718,0.07675591112670707,0.006562556266097368,0.7297887556351781,0.10959741472657794,0.05426304932379005,0.07625402321607273,0.008030549097436727,0.7427277933346513,0.10206911888737893,0.04443577824943208,0.06546785186705095,0.006873916424642436,0.7994308111683197,0.09617484700222877,0.0332872923249054,0.029903134510133288,0.0026611191227242106,0.814964625565398,0.09295424171468929,0.029242104641753024,0.03129776344701728,0.0032139697387196793,0.7932174283515664,0.0847421169952297,0.054368503066769006,0.03192672687148354,0.0023083491509938384,0.7725340447679849,0.08531293882876406,0.06019523699211017,0.043285461907685216,0.00400926337982783,0.5242195427013315,0.12869525926318653,0.076975999432428,0.2136860473913452,0.024070125256177705,0.4260523004190772,0.10038133772146597,0.07994057105162154,0.319390072784696,0.03868878993635399,0.655565311793377,0.10902705113554435,0.06905825622897908,0.12161617201900718,0.01810170759596316,0.6029972685048036,0.0802843045920547,0.04091607051194426,0.21926951261088887,0.03374296576420425,0.7856049165381164,0.08700516954202865,0.057243512191099376,0.03445407228091533,0.0033646663523620693,0.7802432379408896,0.0853861538271551,0.028992456294666468,0.06610093462420656,0.008699372373421343,0.004853273316848927,3.506606121600475e-05,0.0011956403413647364,0.004088242228368688,0.000451786138842813,0.0890749978443699,0.008194977047831009,0.01656393306907295,0.06470849121005343,0.008962791137522248,0.012939037699473244,0.007528295839199006,0.00982727107435797,0.010786171349021781,0.001156632672794291,0.015533814397078238,0.0032206052875394797,0.004045187683152374,0.001394628936883989,0.0005528506159954687,0.02068338358358146,0.0005708218335343657,0.005826733925341165,0.011358735036201675,0.0017009142288339912,0.09816724228225432,0.028313921541720563,0.002964571619193543,0.1057040253933508,0.014618664680176283,0.05256804328857334,0.028742746543489656,0.028142185717034827,0.09765334059188169,0.01564125816824109,0.005361678597226804,0.0016190157148735507,0.028251055896432908,0.031646862343291234,0.005334706021059274,0
0.8511390923630539,0.12134740502889332,0.009315071591967504,0.0031196283420274083,0.00021012565504371794,0.8486389333970747,0.12268169385350636,0.011144729408902446,0.003930382438784225,0.0002218313593490026,0.6926339069784344,0.10750839127644804,0.043352503413111684,0.10450655704168399,0.008874201728083158,0.6183697348857684,0.11889006505954208,0.07868610616837321,0.12145860881126168,0.018403711480883288,0.6785177873801415,0.11081253870850295,0.04207542065427962,0.12168683840435388,0.010724059187715204,0.668363459496377,0.10326330247359473,0.045347460263366494,0.1272552793201017,0.017750191907805753,0.8017908356433977,0.09705314114882861,0.026438321736564005,0.03132846424239993,0.002591336628210875,0.7940504346271092,0.10883807519471868,0.025740103287127943,0.03877145807229629,0.0038094851776216683,0.7866376367325745,0.1098621824145795,0.03688070986033782,0.045834624543328296,0.003186746277843908,0.7853649059719349,0.10721906135125846,0.03306581266750156,0.03890171942080613,0.0025638071355326723,0.5503247176368075,0.06951498073891821,0.044100908411341753,0.2657081205160139,0.015804898092691033,0.6724304335996277,0.07595500152097709,0.040928886018798905,0.13549099031159417,0.019989415747570887,0.6911963733890643,0.10116557212748643,0.03962012660498259,0.12338099446211057,0.012565538165522099,0.7436640885273419,0.09953326696532859,0.02845734873197615,0.0882890041047005,0.006596436335466662,0.7566959862416424,0.10833648466329862,0.031127135975885956,0.07229738679565179,0.00937150291939264,0.7565499707480975,0.1049592746015763,0.024725749394196233,0.08287807710426633,0.006595435303566489,0.0025001589659791046,0.0013342888246130336,0.0018296578169349417,0.0008107540967568164,1.170570430528465e-05,0.074264172092666,0.011381673783094043,0.035333602755261526,0.01695205176957769,0.00952950975280013,0.010154327883764469,0.007549236234908219,0.0032720396090868756,0.005568440915747819,0.007026132720090549,0.007740401016288478,0.011784934045890066,0.0006982184494360617,0.007442993829896362,0.0012181485494107934,0.0012727307606396066,0.002643121063321041,0.0038148971928362585,0.006932905122522169,0.0006229391423112356,0.12210571596282027,0.006440020782058881,0.003172022392542849,0.13021713020441972,0.004184517654879854,0.05246771513827764,0.0016323051621578433,0.01116277787300644,0.03509199035741006,0.005969101830055437,0.00014601549354487098,0.003377210061722327,0.006401386581689723,0.01058069030861454,0.0027760676158261515,0
0.6425475333984021,0.16114928070964085,0.04307035479735316,0.11825291663978028,0.016640578707410283,0.5714870273347792,0.15251871194860978,0.05522378803490283,0.1732499210230522,0.029868327743021846,0.3623577415173793,0.1861052063347751,0.14370078681648096,0.25839152378771074,0.034260910402061744,0.34846624241313456,0.1385233393895797,0.1076951056430152,0.33532380798479444,0.05436872053223081,0.29774118909202746,0.14118280383472584,0.15578430825887557,0.3450703990940238,0.04903099965447066,0.3243380084520112,0.12063419031275129,0.13642879365409233,0.3530497874513252,0.053824195323977225,0.45523727908472966,0.13406998115456747,0.10035994299292925,0.25711282896538407,0.03608985336544285,0.45031298857618357,0.16477861786610323,0.10589469877718975,0.2313981726510596,0.03219752749666351,0.4824425984845162,0.1527119588307085,0.08827242565221351,0.2342339149428671,0.024151924336060972,0.43572918660016874,0.18554944900890552,0.11940096427079704,0.2191849660715378,0.02337057434043332,0.20089005552157374,0.09802894935861706,0.10929379187975213,0.5147283588074977,0.06924492944268694,0.19474773265324116,0.0846058575951892,0.104384021022431,0.5271656823086392,0.08025865396050158,0.27466018556799465,0.1324359044786397,0.11674246807914895,0.42032524187665865,0.043499584319009243,0.22543325287819102,0.09597985312418601,0.12240643748977338,0.4847466817543897,0.06391564610443119,0.4234733199655225,0.1214930577462459,0.1011515039894244,0.2932387246529432,0.04192824100551743,0.43395040861018636,0.16167543476563045,0.10188137723078776,0.2518489822129417,0.03451421696334884,0.07106050606362291,0.008630568761031077,0.012153433237549673,0.054997004383271916,0.013227749035611563,0.013891499104244753,0.047581866945195395,0.03600568117346577,0.0769322841970837,0.020107810130169067,0.02659681935998376,0.020548613521974554,0.01935551460478324,0.007979388357301387,0.004793195669506568,0.004924290508546092,0.03070863671153576,0.005534755784260506,0.025714656314324458,0.0038923258687793352,0.04671341188434747,0.03283749017819701,0.03112853861858353,0.015048948871329293,0.0007813499956276539,0.006142322868332578,0.01342309176342786,0.0049097708573211385,0.012437323501141573,0.011013724517814641,0.04922693268980363,0.03645605135445369,0.005663969410624428,0.06442143987773102,0.02041606178542195,0.010477088644663846,0.040182377019384555,0.0007298732413633657,0.04138974244000149,0.007414024042168593,0
0.6524467986247543,0.117927478127713,0.0798657406114449,0.11722849094947763,0.011892509267155323,0.6033942096813818,0.11085985113228522,0.09760050356297582,0.15688859926238996,0.0094843949678074,0.39891274798836224,0.23974310950565283,0.2233249934883247,0.1171715068418121,0.005180974783405538,0.3328878985231693,0.24296873425141088,0.24725547859167063,0.1594798402953442,0.007132066543016814,0.2886592928667513,0.15298255831699256,0.4389181350722664,0.1035584055311722,0.0043127508143853965,0.21582159568774809,0.09817298516309976,0.5771633073437487,0.09730020268185335,0.004485243876918585,0.4659045702068656,0.19970234020473324,0.1993985283344838,0.1133097114496064,0.004638426322510417,0.5706458375306703,0.18027596770968032,0.13845513002257728,0.08578677756418097,0.0034136914670536847,0.5382656510715883,0.20963588935403996,0.10338795947190131,0.11383248061616177,0.00775529983020548,0.5870682024405444,0.20987196561938473,0.09728536030540529,0.07617746948496007,0.0038864454891747655,0.3760459527911972,0.16310100255811327,0.2730132475900545,0.15980727181662438,0.009124356569666604,0.3389536378736101,0.15853912671309495,0.33076860191338486,0.14678262499991981,0.007768393506283943,0.2534790807837565,0.14244926050236914,0.4737368187241649,0.11650023260751174,0.005833115445941507,0.2934890980117272,0.13725543831469025,0.4360880905225553,0.11644688374982326,0.0057285171814877335,0.3802629729585509,0.19760678164872514,0.28293694650158896,0.11985691127053613,0.005486454583390824,0.5127209671703338,0.17559801016672327,0.19235993285863773,0.09330248218180098,0.0039149928580211185,0.0490525889433725,0.007067626995427775,0.017734762951530925,0.039660108312912334,0.0024081142993479226,0.06602484946519294,0.003225624745758049,0.023930485103345916,0.042308333453532104,0.001951091759611276,0.07283769717900321,0.0548095731538928,0.13824517227148225,0.006258202849318842,0.00017249306253318882,0.10474126732380473,0.019426372495052913,0.06094339831190651,0.027522933885425427,0.0012247348554567323,0.04880255136895606,0.00023607626534477566,0.0061025991664960255,0.037655011131201704,0.0038688543410307146,0.03709231491758708,0.004561875845018326,0.05775535432333034,0.013024646816704566,0.001355963063382661,0.04001001722797065,0.005193822187678887,0.03764872820160958,5.334885768848441e-05,0.00010459826445377313,0.1324579942117829,0.022008771482001865,0.09057701364295123,0.02655442908873515,0.0015714617253697058,0
