Fp1_delta_psd,Fp1_theta_psd,Fp1_alpha_psd,Fp1_beta_psd,Fp1_gamma_psd,Fp2_delta_psd,Fp2_theta_psd,Fp2_alpha_psd,Fp2_beta_psd,Fp2_gamma_psd,F3_delta_psd,F3_theta_psd,F3_alpha_psd,F3_beta_psd,F3_gamma_psd,F4_delta_psd,F4_theta_psd,F4_alpha_psd,F4_beta_psd,F4_gamma_psd,C3_delta_psd,C3_theta_psd,C3_alpha_psd,C3_beta_psd,C3_gamma_psd,C4_delta_psd,C4_theta_psd,C4_alpha_psd,C4_beta_psd,C4_gamma_psd,P3_delta_psd,P3_theta_psd,P3_alpha_psd,P3_beta_psd,P3_gamma_psd,P4_delta_psd,P4_theta_psd,P4_alpha_psd,P4_beta_psd,P4_gamma_psd,O1_delta_psd,O1_theta_psd,O1_alpha_psd,O1_beta_psd,O1_gamma_psd,O2_delta_psd,O2_theta_psd,O2_alpha_psd,O2_beta_psd,O2_gamma_psd,F7_delta_psd,F7_theta_psd,F7_alpha_psd,F7_beta_psd,F7_gamma_psd,F8_delta_psd,F8_theta_psd,F8_alpha_psd,F8_beta_psd,F8_gamma_psd,T3_delta_psd,T3_theta_psd,T3_alpha_psd,T3_beta_psd,T3_gamma_psd,T4_delta_psd,T4_theta_psd,T4_alpha_psd,T4_beta_psd,T4_gamma_psd,T5_delta_psd,T5_theta_psd,T5_alpha_psd,T5_beta_psd,T5_gamma_psd,T6_delta_psd,T6_theta_psd,T6_alpha_psd,T6_beta_psd,T6_gamma_psd,Class
0.8423615911379868,0.10816069165121578,0.014840090520757077,0.0065947628913676165,0.0003730679672892688,0.6981312240664163,0.19181757215082026,0.0507545460659926,0.03764112732561039,0.0024373813004539154,0.6327369311924846,0.16431995488140738,0.10224512161588391,0.06712894177376666,0.0033736036769674393,0.6170419433766215,0.1659004914741133,0.10421702252812118,0.08428884839010126,0.004847299970811245,0.5402813029413317,0.1515107906579114,0.18928659694558853,0.08595105369974838,0.0043169476924480536,0.5299873876170658,0.16435895107468798,0.17126430125369477,0.11162361926096291,0.006047065324474174,0.5222036462900893,0.14225820624658722,0.21783058798776292,0.08819828990392091,0.003663933526658084,0.47461262711768315,0.16429485521091697,0.21005658442931383,0.12947113430609017,0.005945158215506078,0.7581731165970993,0.10504699828970629,0.04322206383318794,0.035957959828282024,0.0021908636509765885,0.7528967090814519,0.16277240073555735,0.016544415779814487,0.0069037195424167955,0.0003740769082820747,0.6288113634475704,0.1566250854450915,0.11331871000591123,0.07387095831239344,0.004285312118826193,0.5191000490413129,0.17183093568568233,0.1177662556286052,0.16319994938543328,0.013391758055793712,0.553913558548747,0.1671162440183777,0.17141362690474765,0.06814535491584768,0.0035888134794709835,0.5323351081884814,0.17343383751913063,0.14854458818951682,0.1199536443174145,0.008675655330097003,0.49613043153965947,0.1555618889266771,0.2295709511877582,0.09110563695935546,0.004470386817678766,0.59919218240304,0.15135779708483946,0.13473517048468742,0.08921052256028512,0.004066670408436361,0
0.6976575564907522,0.11916605593001725,0.027583567751809597,0.026392828096482916,0.002792099583302017,0.7096427664215392,0.11754352834986338,0.025662633695981516,0.03170083729064529,0.0038624004436617725,0.5999337521518469,0.111428897502036,0.045264454928187654,0.07988119987684988,0.006956245590558427,0.6068478640364109,0.1471543939986851,0.050597598451279334,0.070761633878459,0.008175247969667622,0.35495497770214274,0.02476534659802883,0.01243927952867234,0.01524034219465285,0.0017645420833108157,0.55264757003775,0.14712710123493913,0.06876686495515576,0.10189253477613981,0.013060837586602725,0.5563146143871387,0.14084813454324052,0.08795554136388169,0.09931763733800453,0.01001997386532145,0.5281099881343547,0.1500127129972682,0.08065881834198761,0.10915025618113512,0.013186118108457988,0.4869422374851143,0.14558676252526898,0.09568543385880549,0.1456618388409562,0.014411935920518582,0.42334168518259935,0.18862294438356209,0.0916822071193871,0.1503948559181822,0.018417850839057483,0.5656108313644156,0.10892462752779702,0.05096001735495227,0.12933397408465824,0.023460172952098884,0.5766111254255737,0.12969352551024288,0.05660696204540627,0.10911953890295045,0.01503660570580566,0.5536966671489679,0.1213156022179717,0.06956841840177706,0.13628237635736523,0.021189929757866488,0.42425467882372947,0.0823264428469252,0.0433841455596913,0.08772345023251261,0.012779171357291171,0.5781600051196238,0.1350448994910772,0.08121226256232521,0.09801871835346561,0.010859100965676665,0.529986550847274,0.13507304970173248,0.06643803583531019,0.09437762927188376,0.01182865262232687,0
0.7068240664175957,0.1576388404283867,0.06008045975167678,0.04033831130408801,0.0023865404937642443,0.8604932957331154,0.08603788737995346,0.009677767295321276,0.008924438810285013,0.0008800690197811224,0.6034871519241204,0.17261337536785223,0.10439414509459788,0.08412402242271874,0.004560321574867387,0.7086255569852248,0.13913995591845835,0.06507429479573708,0.04855773448330547,0.0027544867627032404,0.5529929643233119,0.16018474538517535,0.16704099700451203,0.08833168972538706,0.004934574267198363,0.6861757489623787,0.12009473502583523,0.10638251898754429,0.05196405263842687,0.0025263924996698946,0.6335305357809664,0.1525321804986449,0.107925732347561,0.07303388544842629,0.0038868836650804888,0.7177126940850336,0.11915230264441727,0.07147377051452736,0.05111339702482551,0.0028049162828948817,0.6734170621478177,0.1406115310031161,0.06462925280398568,0.07312102468140509,0.005176458760069611,0.7724606429895987,0.08735111663929078,0.03640927108499189,0.05530472068627626,0.0036866653945721744,0.6072431032947957,0.16084213149163462,0.09702557583128973,0.09096816760085721,0.007488015549432853,0.6779074716747067,0.11524442041673551,0.104648896834084,0.05564409125262643,0.003058593384387281,0.5979633862396218,0.1459212280537725,0.10406563258999711,0.11273800427469124,0.00910527434773594,0.7120142650569217,0.10415036506310242,0.09194076725439713,0.05432370439301668,0.003156191103478935,0.8259966234013676,0.08700530187927741,0.019559897775876543,0.01576389598420802,0.0009663103210083394,0.7351291129353189,0.10693893328151978,0.06592261895672374,0.05478483674245363,0.0029107904329474343,0
0.7343784990593382,0.15422467575123014,0.0452935630854389,0.03631800609953577,0.002640530388610475,0.7361724411802837,0.1286271489806982,0.046772103992936416,0.0466581206072886,0.004444740815179987,0.6142237921190231,0.16194812365890815,0.1106753780856242,0.07969140854846019,0.00568843073325924,0.6622937564344636,0.10996776425830822,0.08951046766199158,0.0811226269188253,0.007250378555314297,0.5241651245079844,0.1557962514000731,0.19882317240830544,0.09144372873896278,0.00628587543574842,0.6512517643966766,0.09360263904785522,0.11344266374721208,0.08475273773654476,0.007060061926598829,0.4576999755819208,0.15411260295878199,0.2584454314227392,0.10287290496924328,0.004583994008463357,0.6086166332237739,0.09206194762470188,0.1284428464732101,0.11108399562274138,0.008376317553056957,0.6539341062959146,0.11943936904242447,0.0968484835654718,0.07864691720803409,0.0054810554323413176,0.5580066693394605,0.06864775543951564,0.11951884924701349,0.1882317466481573,0.016893093724308653,0.5354360506684321,0.1531169359415859,0.12601938859074063,0.15121914524138003,0.012006885905614694,0.6400133669991384,0.09299930136736162,0.0921523751963605,0.11073602605268901,0.014656640868212546,0.4847071971649167,0.16649839312220202,0.20142459970039747,0.11292558994831467,0.01155220820678363,0.6519164940059684,0.07863731413192611,0.08805325012006117,0.11035664790058326,0.011295905403272617,0.47378622164793327,0.15684501327888475,0.23229873818846003,0.10466487945331863,0.005023159285865892,0.5867105443075675,0.09485555168731138,0.1458277027197493,0.1140832122853548,0.008185196753627447,0
0.8110698552521345,0.10938427052576195,0.03127509676059094,0.020080093564681427,0.0015314809623391261,0.7910930113512931,0.11183103613092636,0.04004315714781634,0.024638428857558473,0.0015470406818598268,0.7074619711052764,0.1301045146899176,0.05584096687968219,0.06393374521370121,0.006067140873462903,0.6617410100289399,0.15367598360831997,0.08037940282583934,0.05443098075052401,0.0032063493575921003,0.6068531170627658,0.11644863402549945,0.15754763657549073,0.07585468292685503,0.0050205337141822955,0.5539516942603495,0.14654546356357204,0.17414464373885732,0.07209965768627148,0.0035027537002186777,0.6648579211329246,0.12016606897839899,0.10632896441374338,0.058942642706894956,0.0037261455384262738,0.556128508223743,0.14424810033506802,0.15933959836591685,0.07901028310390097,0.0040735139568319765,0.68265644210516,0.08215225360719289,0.06285470626837213,0.11193481115334633,0.012148357862071392,0.5630284733969863,0.11089933119198353,0.09270018655135448,0.14720118355314513,0.014492866300066728,0.7336390361068754,0.09691456486084593,0.04998941752826274,0.059256081238398,0.005516407892416001,0.672557328732036,0.13419858632276413,0.07775147604096651,0.06538124270367865,0.00453355882473884,0.6367680669055015,0.09685375293155206,0.07808001126549971,0.12435624232267171,0.014789725339862697,0.5531639154373357,0.13643834063990445,0.13669168215184527,0.11208866438734431,0.008443815666344175,0.6713226243209227,0.10562873292678503,0.10021253917623037,0.0670100108160281,0.004703952066954181,0.5411736694021302,0.1400287446874129,0.1701512656275542,0.08562750721000637,0.004327566508346406,0
0.677552975920918,0.15583871571960037,0.07019912535879469,0.07018624201406405,0.005511771652965284,0.6905244099176919,0.14304883289305892,0.06271230064590347,0.07497309741655804,0.006646341604813402,0.49839419326703915,0.15681484791802344,0.19426333178401495,0.12375859662331141,0.009992188130736048,0.557945026669118,0.15431895107129748,0.1366740428025825,0.12133648524951743,0.0094281538934776,0.6185667863127751,0.08882518409253644,0.1319479148282314,0.04806684579403111,0.0037905848676838268,0.4356811896749795,0.15302008104965678,0.25902485800696634,0.1281970258007164,0.007772241144873479,0.7439534799913676,0.07957735227987221,0.05922565379311031,0.02588291247637708,0.0011581632140746658,0.4453135346929856,0.17345822252751233,0.22690236675094336,0.13208163127239297,0.008174290801987056,0.5219006444084711,0.15947317260587507,0.15001527163366532,0.13072837218953204,0.009988702355505296,0.4005884640333337,0.13096579289263385,0.20640362816358218,0.2155215794704208,0.019431439032560734,0.6920789879588051,0.109517485976144,0.06626129666920508,0.05815673274126365,0.005775318067984064,0.4213377688717999,0.1385040183670769,0.20020560429238352,0.20740874848213273,0.017448257184751546,0.7647594882182233,0.11190814243410645,0.05858151292387117,0.047736350772204235,0.005148000230609254,0.6241470559214078,0.13884182541084314,0.11506605945843065,0.10321375746522164,0.007861275830790587,0.4574447012594296,0.15905774419395768,0.24817539371570363,0.09913575026206292,0.00550834194605343,0.39517013850124116,0.17311668208424072,0.2519124188903965,0.15427510019853802,0.009487547978817335,0
0.8844321313146393,0.07600204666161213,0.006887943405613714,0.005574188805300982,0.000505890769193858,0.8882648104203895,0.07529262669530265,0.0054898013855403174,0.0034645907129668076,0.00040567602969719376,0.8290565166793742,0.09063680319402755,0.02129656378853067,0.027460898638797613,0.00240525539981276,0.8486258955922099,0.08297175967226617,0.015453445157575496,0.021435454710171775,0.00222148009128452,0.7295407195407988,0.12212151416684135,0.05387473903938367,0.05906929315451592,0.00464928573941265,0.7178476973167873,0.1163059887619885,0.048260239320211826,0.0788608837438408,0.009064502703123343,0.6594203664642305,0.1498604446218853,0.0821434240957463,0.0681673931032818,0.004435082013140714,0.639363730628929,0.1461683400336283,0.07966771644366497,0.10291910096074765,0.011825879076266465,0.603657100676327,0.13746069550885356,0.12698017981527668,0.08758459161850957,0.005560474184604371,0.4853161609494852,0.12963139875342483,0.17169757273428424,0.17021630731737294,0.018919953319865065,0.8166095921559052,0.08866801255190664,0.02306173094070665,0.038372488739766016,0.003729414547512112,0.758623968195579,0.08268877033397974,0.02915848540948649,0.08985555642456453,0.0121860829194602,0.7117919306838852,0.10714837438482004,0.05353868263098366,0.0855639612366986,0.010534900804104269,0.5005120955584875,0.08157291698312223,0.05471611817563301,0.29718678886068095,0.047498185754600145,0.6958603287629009,0.11663225557449586,0.0863670214045942,0.06495756369353643,0.005396503775069864,0.5689735215770776,0.11196421168351736,0.07029229202481566,0.19950230522732634,0.02806229726176102,0
0.8524943783601753,0.11947191282460776,0.00868057677725669,0.002980161885079312,0.00017342003714799055,0.8499612695751122,0.12182098077653858,0.00978216758355288,0.00444058235783394,0.0003177882304259133,0.8157968365612855,0.11243386213787941,0.018003990333913998,0.024510274844320248,0.0020212805505921165,0.8013587212318859,0.12322577556332102,0.023172502401925137,0.033804119102972895,0.004489611981107218,0.7723160724035951,0.1069527224201109,0.03029676121524125,0.05002422033520897,0.00423590837088872,0.7148624627194999,0.1191534290257822,0.04168605173498196,0.09723563133591535,0.012132097295114821,0.7659079063877253,0.09968901251650227,0.03663660601328619,0.04399025423378331,0.0034762083735607693,0.6590556039718838,0.12318906112242733,0.06126546127841821,0.12682777818282973,0.013045155300726603,0.6913615418011023,0.09493633925142586,0.06884484993579827,0.08925327206786791,0.007279972208062765,0.5717608991171553,0.09184152452858407,0.10457442536122027,0.17073403358416248,0.015056430779144214,0.7891127345911456,0.10456897211570076,0.019149267226169917,0.0484290470089651,0.002965452892792826,0.7990243815710906,0.11814198041302598,0.022723059823946384,0.03732313003801709,0.0035918591689011394,0.7811428348324145,0.09070788863859906,0.02572514329031589,0.05013624370651271,0.004509384614478881,0.7489458527200101,0.11987771486266992,0.04055807983958891,0.06663427527451117,0.0049356311983820645,0.7519630503522005,0.09788714356857808,0.036996183827564776,0.06315535682597295,0.006985190263656753,0.5696138694318481,0.11184509770066565,0.06184086629532325,0.2224507490717218,0.020295769692807306,0
0.7004523759995134,0.16161095193060795,0.03181786274315861,0.07531478956859394,0.011813877635054707,0.6503532232688036,0.15603529474067498,0.0400610542907728,0.11560252406891179,0.01976449658204771,0.5587846008452896,0.15861881001101347,0.06471921754807755,0.17089027871901924,0.029559042579576006,0.5656833712710028,0.1459549302963824,0.05772866678355008,0.18361538350754197,0.029992043997713044,0.4823279371432341,0.12585111211897318,0.08013807723365063,0.25472672432004173,0.04282123668752641,0.5206269118737771,0.12466502865125956,0.08391607466699832,0.22532841408824714,0.03140201114508363,0.42682125205802,0.11836817536015017,0.09126516007713203,0.2978998700277349,0.05196823389056599,0.48347075626507025,0.13078031399893678,0.10158185413675883,0.2392647760100451,0.031444608744610233,0.3919696514026594,0.10515964841887594,0.10859694866167766,0.33783759302135186,0.04684805208660935,0.3573293670767244,0.15989610122670078,0.15047906599407063,0.29360083807077225,0.028880941043287964,0.4795986804642296,0.11257761245969408,0.05601100716775432,0.2934301080254529,0.04680834225337359,0.5192516866389364,0.11055701325036298,0.058051661749423715,0.25941327538332865,0.03851300866770389,0.3378609764722335,0.11811264242799561,0.0867955332722921,0.39735836334856517,0.04909537037586141,0.4059100448005086,0.09123689710959683,0.08882636544256521,0.3595834655891007,0.043885512085278376,0.4380992988236546,0.10037071182275376,0.08117792644337575,0.3117455612057871,0.05509615191181455,0.45611630112028406,0.12207936087945918,0.09966184248369568,0.2733560653662242,0.03585227855351218,0
0.7193640501769363,0.1383282064222679,0.035989038603599165,0.07502233718046045,0.00747915032569816,0.6912978654947053,0.13385035632800696,0.04160048953183475,0.10243282319443071,0.005993452518280949,0.5598113653568391,0.24815415561273138,0.09737930665604146,0.07094730616770806,0.002692721398501051,0.5014855318720355,0.2721616216741394,0.10921856349428304,0.09742938576860144,0.004416710744247397,0.39006569334353075,0.20714350503928988,0.30030501124990183,0.08498520770212577,0.003082259403206936,0.2693012138480145,0.1874499160827163,0.4348363560365605,0.09540687204299227,0.004328709095969218,0.44418496124195916,0.22803012293145875,0.21103756450509878,0.09757799777316084,0.0036356662302762634,0.4096305664800383,0.2382811924008449,0.22916114890116987,0.10764490686229113,0.005357097797672636,0.4759531079257293,0.17840410134123066,0.13960754374595025,0.16711437985351532,0.013034424161647809,0.4271616018237987,0.22340354159022555,0.1543641904619917,0.16962339313769464,0.013484420319474262,0.5784118620316643,0.1941490289927007,0.12242001730840787,0.07799799491826516,0.003920998976192585,0.45080319111516104,0.1966851006410596,0.22748456728859104,0.09930975288551608,0.005193641723386736,0.42827553887079295,0.18944430426717013,0.281161970858159,0.08255767700456092,0.003497672753435502,0.3030725550463159,0.1798734241866512,0.39181096867606985,0.10964049178264317,0.005472484927218676,0.4244049635381765,0.2195425280652891,0.24071528265806427,0.0969386357283156,0.003922231834471731,0.3555929520283809,0.22114175581830955,0.2945370265299843,0.11437502013988972,0.005797109586172479,0
